seed,state_idx,horizon,outcome_m1,outcome_0,outcome_p1,residual_m1,residual_p1,best_action,mode
9,120,5,"[0.2710043787956238, 0.22400447726249695]","[-1.4662660360336304, -1.5132659673690796]","[-3.2035365104675293, -3.2505364418029785]","[1.7372703552246094, 1.737270474433899]","[-1.737270474433899, -1.737270474433899]",-1,1
9,1251,1,"[0.9652466177940369, 1.006218433380127]","[1.6534430980682373, 1.6944149732589722]","[2.341639757156372, 2.3826115131378174]","[-0.6881964802742004, -0.6881965398788452]","[0.6881966590881348, 0.6881965398788452]",1,0
9,1251,3,"[-0.49888116121292114, -0.4599345624446869]","[1.464199423789978, 1.5031460523605347]","[3.4272801876068115, 3.466226816177368]","[-1.963080644607544, -1.963080644607544]","[1.9630807638168335, 1.9630807638168335]",1,0
9,1251,5,"[-0.32262536883354187, -0.39680808782577515]","[1.4146450757980347, 1.340462327003479]","[3.1519157886505127, 3.077732801437378]","[-1.737270474433899, -1.7372703552246094]","[1.737270712852478, 1.737270474433899]",1,0
9,1241,1,"[-0.09238667786121368, 0.028833769261837006]","[-0.7805832028388977, -0.65936279296875]","[-1.4687798023223877, -1.3475593328475952]","[0.6881965398788452, 0.6881965398788452]","[-0.68819659948349, -0.6881965398788452]",-1,1
9,1241,3,"[1.2305712699890137, 1.341942310333252]","[-0.7325093150138855, -0.6211383938789368]","[-2.695589780807495, -2.584218978881836]","[1.963080644607544, 1.963080644607544]","[-1.9630804061889648, -1.963080644607544]",-1,1
9,1241,5,"[1.1693859100341797, 1.160565972328186]","[-0.5678845643997192, -0.5767043828964233]","[-2.305155038833618, -2.3139748573303223]","[1.737270474433899, 1.7372703552246094]","[-1.737270474433899, -1.737270474433899]",-1,1
9,2137,1,"[-0.34339869022369385, -0.10442187637090683]","[-1.031595230102539, -0.7926183938980103]","[-1.7197917699813843, -1.4808149337768555]","[0.6881965398788452, 0.6881965398788452]","[-0.6881965398788452, -0.6881965398788452]",-1,1
9,2137,3,"[1.0040329694747925, 1.2216790914535522]","[-0.9590476751327515, -0.7414015531539917]","[-2.922128200531006, -2.704482078552246]","[1.963080644607544, 1.963080644607544]","[-1.9630805253982544, -1.9630805253982544]",-1,1
9,2137,5,"[0.9649350047111511, 1.0520285367965698]","[-0.7723354697227478, -0.6852418780326843]","[-2.509605884552002, -2.4225122928619385]","[1.737270474433899, 1.7372703552246094]","[-1.7372703552246094, -1.7372703552246094]",-1,1
9,55,1,"[0.5082321166992188, 0.6213898658752441]","[-0.17996442317962646, -0.06680665165185928]","[-0.8681609630584717, -0.7550032138824463]","[0.6881965398788452, 0.6881965398788452]","[-0.6881965398788452, -0.6881965398788452]",-1,1
9,55,3,"[1.772629737854004, 1.8767242431640625]","[-0.19045087695121765, -0.08635644614696503]","[-2.153531551361084, -2.0494370460510254]","[1.963080644607544, 1.963080644607544]","[-1.963080644607544, -1.963080644607544]",-1,1
9,55,5,"[1.6585936546325684, 1.6432069540023804]","[-0.07867684960365295, -0.09406367689371109]","[-1.8159472942352295, -1.831334114074707]","[1.737270474433899, 1.7372705936431885]","[-1.737270474433899, -1.737270474433899]",-1,1
9,1804,1,"[-1.8805866241455078, -1.9462398290634155]","[-1.1923900842666626, -1.2580432891845703]","[-0.5041935443878174, -0.5698467493057251]","[-0.6881965398788452, -0.6881965398788452]","[0.6881965398788452, 0.6881965398788452]",1,0
9,1804,3,"[-3.0672454833984375, -3.124528169631958]","[-1.104164958000183, -1.161447525024414]","[0.8589155673980713, 0.8016331195831299]","[-1.9630805253982544, -1.963080644607544]","[1.9630805253982544, 1.963080644607544]",1,0
9,1804,5,"[-2.6405742168426514, -2.8016037940979004]","[-0.9033038020133972, -1.0643333196640015]","[0.8339664936065674, 0.6729370951652527]","[-1.7372703552246094, -1.737270474433899]","[1.7372703552246094, 1.7372703552246094]",1,0
9,2189,1,"[0.9909178018569946, 1.1571521759033203]","[0.302721232175827, 0.4689556062221527]","[-0.3854753077030182, -0.2192409485578537]","[0.6881965398788452, 0.6881965398788452]","[-0.6881965398788452, -0.6881965398788452]",-1,1
9,2189,3,"[2.2082536220550537, 2.3602497577667236]","[0.245172917842865, 0.39716899394989014]","[-1.7179076671600342, -1.5659116506576538]","[1.963080644607544, 1.9630807638168335]","[-1.963080644607544, -1.963080644607544]",-1,1
9,2189,5,"[2.051744222640991, 2.0795886516571045]","[0.31447359919548035, 0.34231802821159363]","[-1.4227967262268066, -1.394952416419983]","[1.7372705936431885, 1.7372705936431885]","[-1.7372703552246094, -1.737270474433899]",-1,1
9,1070,1,"[0.64398193359375, 0.9023663997650146]","[-0.044214632362127304, 0.21416984498500824]","[-0.7324111461639404, -0.4740266799926758]","[0.6881965398788452, 0.6881965398788452]","[-0.6881965398788452, -0.6881965398788452]",-1,1
9,1070,3,"[1.895143985748291, 2.130305528640747]","[-0.06793669611215591, 0.16722483932971954]","[-2.031017303466797, -1.7958557605743408]","[1.963080644607544, 1.963080644607544]","[-1.963080644607544, -1.963080644607544]",-1,1
9,1070,5,"[1.7691627740859985, 1.8720639944076538]","[0.03189219534397125, 0.13479343056678772]","[-1.7053780555725098, -1.6024770736694336]","[1.7372705936431885, 1.7372705936431885]","[-1.7372702360153198, -1.737270474433899]",-1,1
9,1121,1,"[1.8574645519256592, 1.938016653060913]","[1.169268012046814, 1.2498201131820679]","[0.4810715317726135, 0.5616235733032227]","[0.6881965398788452, 0.6881965398788452]","[-0.6881964802742004, -0.6881965398788452]",-1,1
9,1121,3,"[2.990311861038208, 3.0649797916412354]","[1.0272314548492432, 1.101899266242981]","[-0.9358491897583008, -0.8611814379692078]","[1.9630804061889648, 1.9630805253982544]","[-1.963080644607544, -1.963080644607544]",-1,1
9,1121,5,"[2.757551670074463, 2.7156074047088623]","[1.020281434059143, 0.9783371090888977]","[-0.7169890403747559, -0.758933424949646]","[1.7372702360153198, 1.7372703552246094]","[-1.737270474433899, -1.7372705936431885]",-1,1
9,1839,1,"[-1.400374412536621, -1.1996455192565918]","[-0.7121778130531311, -0.5114489793777466]","[-0.023981275036931038, 0.17674754559993744]","[-0.68819659948349, -0.6881965398788452]","[0.6881965398788452, 0.6881965398788452]",1,0
9,1839,3,"[-2.6338541507720947, -2.4507267475128174]","[-0.6707735061645508, -0.4876461625099182]","[1.2923071384429932, 1.475434422492981]","[-1.963080644607544, -1.963080644607544]","[1.963080644607544, 1.963080644607544]",1,0
9,1839,5,"[-2.2494382858276367, -2.193497896194458]","[-0.5121679902076721, -0.4562276601791382]","[1.225102424621582, 1.2810428142547607]","[-1.7372703552246094, -1.7372702360153198]","[1.7372703552246094, 1.737270474433899]",1,0
9,2929,1,"[1.5803543329238892, 1.7820137739181519]","[2.2685508728027344, 2.470210313796997]","[2.95674729347229, 3.1584067344665527]","[-0.6881965398788452, -0.6881965398788452]","[0.6881964206695557, 0.6881964206695557]",1,0
9,2929,3,"[0.056253548711538315, 0.24022072553634644]","[2.019334077835083, 2.203301429748535]","[3.982414722442627, 4.1663818359375]","[-1.9630805253982544, -1.963080644607544]","[1.963080644607544, 1.9630804061889648]",1,0
9,2929,5,"[0.1783837080001831, 0.23508203029632568]","[1.9156540632247925, 1.9723526239395142]","[3.6529247760772705, 3.709622621536255]","[-1.7372703552246094, -1.7372705936431885]","[1.737270712852478, 1.7372699975967407]",1,0
9,578,1,"[3.2006075382232666, 3.1350202560424805]","[2.512410879135132, 2.446823835372925]","[1.8242143392562866, 1.75862717628479]","[0.6881966590881348, 0.6881964206695557]","[-0.6881965398788452, -0.6881966590881348]",-1,1
9,578,3,"[4.202498435974121, 4.145275592803955]","[2.239417791366577, 2.182194948196411]","[0.2763371765613556, 0.2191143035888672]","[1.963080644607544, 1.963080644607544]","[-1.963080644607544, -1.963080644607544]",-1,1
9,578,5,"[3.8515498638153076, 3.6905741691589355]","[2.1142797470092773, 1.9533039331436157]","[0.37700918316841125, 0.21603350341320038]","[1.7372701168060303, 1.7372702360153198]","[-1.7372705936431885, -1.737270474433899]",-1,1
9,2524,1,"[0.5562178492546082, 0.6071506142616272]","[-0.13197866082191467, -0.08104590326547623]","[-0.8201752305030823, -0.7692424654960632]","[0.6881965398788452, 0.6881965398788452]","[-0.6881965398788452, -0.6881965398788452]",-1,1
9,2524,3,"[1.8159369230270386, 1.8638732433319092]","[-0.14714372158050537, -0.09920737147331238]","[-2.110224485397339, -2.0622880458831787]","[1.963080644607544, 1.963080644607544]","[-1.9630807638168335, -1.963080644607544]",-1,1
9,2524,5,"[1.6976782083511353, 1.6316088438034058]","[-0.03959214314818382, -0.10566163808107376]","[-1.7768628597259521, -1.8429322242736816]","[1.7372703552246094, 1.737270474433899]","[-1.737270712852478, -1.7372705936431885]",-1,1
9,548,1,"[1.8004653453826904, 1.9496983289718628]","[2.488662004470825, 2.637894868850708]","[3.176858425140381, 3.3260915279388428]","[-0.6881966590881348, -0.6881965398788452]","[0.6881964206695557, 0.6881966590881348]",1,0
9,548,3,"[0.2549037039279938, 0.3915560841560364]","[2.217984437942505, 2.3546364307403564]","[4.181065082550049, 4.317717552185059]","[-1.9630807638168335, -1.9630804061889648]","[1.963080644607544, 1.9630811214447021]",1,0
9,548,5,"[0.357665479183197, 0.3716621994972229]","[2.0949361324310303, 2.1089324951171875]","[3.8322067260742188, 3.846203565597534]","[-1.7372705936431885, -1.7372703552246094]","[1.7372705936431885, 1.7372710704803467]",1,0
9,1247,1,"[1.1170830726623535, 1.2282977104187012]","[1.8052796125411987, 1.9164942502975464]","[2.493476152420044, 2.6046907901763916]","[-0.6881965398788452, -0.6881965398788452]","[0.6881965398788452, 0.6881965398788452]",1,0
9,1247,3,"[-0.36184877157211304, -0.25950801372528076]","[1.6012318134307861, 1.7035725116729736]","[3.56431245803833, 3.6666531562805176]","[-1.963080644607544, -1.9630805253982544]","[1.963080644607544, 1.963080644607544]",1,0
9,1247,5,"[-0.19895361363887787, -0.21592311561107635]","[1.5383167266845703, 1.521347165107727]","[3.275587320327759, 3.258617877960205]","[-1.7372703552246094, -1.7372702360153198]","[1.7372705936431885, 1.737270712852478]",1,0
9,645,1,"[3.0893006324768066, 2.953087329864502]","[2.401103973388672, 2.2648909091949463]","[1.7129075527191162, 1.576694369316101]","[0.6881966590881348, 0.6881964206695557]","[-0.6881964206695557, -0.6881965398788452]",-1,1
9,645,3,"[4.102044105529785, 3.981081008911133]","[2.138963460922241, 2.018000602722168]","[0.17588281631469727, 0.05491999164223671]","[1.963080644607544, 1.9630804061889648]","[-1.963080644607544, -1.963080644607544]",-1,1
9,645,5,"[3.760890245437622, 3.542388677597046]","[2.0236196517944336, 1.8051185607910156]","[0.2863491475582123, 0.06784814596176147]","[1.7372705936431885, 1.7372701168060303]","[-1.737270474433899, -1.7372703552246094]",-1,1
9,2759,1,"[0.4805148243904114, 0.5579907894134521]","[-0.20768170058727264, -0.13020576536655426]","[-0.895878255367279, -0.8184022903442383]","[0.6881965398788452, 0.6881965398788452]","[-0.6881965398788452, -0.6881965398788452]",-1,1
9,2759,3,"[1.747614860534668, 1.8195065259933472]","[-0.2154657244682312, -0.14357414841651917]","[-2.17854642868042, -2.1066548824310303]","[1.963080644607544, 1.963080644607544]","[-1.963080644607544, -1.9630807638168335]",-1,1
9,2759,5,"[1.6360176801681519, 1.5915677547454834]","[-0.10125274956226349, -0.14570264518260956]","[-1.8385231494903564, -1.882973074913025]","[1.737270474433899, 1.7372703552246094]","[-1.7372703552246094, -1.737270474433899]",-1,1
9,187,1,"[-0.06414557993412018, -0.08894573152065277]","[0.6240509748458862, 0.5992507934570312]","[1.3122475147247314, 1.2874473333358765]","[-0.6881965398788452, -0.6881965398788452]","[0.6881965398788452, 0.6881965398788452]",1,0
9,187,3,"[-1.4279075860977173, -1.4483202695846558]","[0.5351729989051819, 0.514760434627533]","[2.498253583908081, 2.4778411388397217]","[-1.963080644607544, -1.963080644607544]","[1.963080644607544, 1.963080644607544]",1,0
9,187,5,"[-1.16107177734375, -1.2888262271881104]","[0.5761986970901489, 0.44844430685043335]","[2.313469171524048, 2.1857147216796875]","[-1.737270474433899, -1.7372705936431885]","[1.737270474433899, 1.7372703552246094]",1,0
9,2246,1,"[0.11612433940172195, 0.0956558957695961]","[-0.5720722079277039, -0.5925406217575073]","[-1.2602686882019043, -1.2807371616363525]","[0.6881965398788452, 0.6881965398788452]","[-0.6881964802742004, -0.6881965398788452]",-1,1
9,2246,3,"[1.4187524318695068, 1.4022492170333862]","[-0.5443281531333923, -0.5608313679695129]","[-2.507408857345581, -2.523911952972412]","[1.963080644607544, 1.963080644607544]","[-1.963080644607544, -1.963080644607544]",-1,1
9,2246,5,"[1.3392192125320435, 1.2149932384490967]","[-0.39805111289024353, -0.522277295589447]","[-2.135321617126465, -2.259547710418701]","[1.7372703552246094, 1.7372705936431885]","[-1.737270474433899, -1.7372703552246094]",-1,1
9,468,1,"[0.8544430732727051, 0.6426640152931213]","[1.5426396131515503, 1.3308604955673218]","[2.2308361530303955, 2.019057035446167]","[-0.6881965398788452, -0.6881964802742004]","[0.6881965398788452, 0.6881965398788452]",1,0
9,468,3,"[-0.5988813638687134, -0.788042426109314]","[1.3641992807388306, 1.1750380992889404]","[3.327280044555664, 3.1381187438964844]","[-1.963080644607544, -1.9630805253982544]","[1.9630807638168335, 1.963080644607544]",1,0
9,468,5,"[-0.4128755033016205, -0.6929254531860352]","[1.324394941329956, 1.0443449020385742]","[3.0616655349731445, 2.7816152572631836]","[-1.737270474433899, -1.7372703552246094]","[1.7372705936431885, 1.7372703552246094]",1,0
9,2207,1,"[0.8356322646141052, 1.0425236225128174]","[0.14743572473526, 0.3543270528316498]","[-0.5407608151435852, -0.33386948704719543]","[0.6881965398788452, 0.6881965398788452]","[-0.6881965398788452, -0.6881965398788452]",-1,1
9,2207,3,"[2.068108320236206, 2.2567973136901855]","[0.10502775758504868, 0.293716698884964]","[-1.8580528497695923, -1.6693639755249023]","[1.9630805253982544, 1.963080644607544]","[-1.963080644607544, -1.963080644607544]",-1,1
9,2207,5,"[1.9252630472183228, 1.9862226247787476]","[0.18799260258674622, 0.24895232915878296]","[-1.5492777824401855, -1.4883182048797607]","[1.737270474433899, 1.7372703552246094]","[-1.7372703552246094, -1.7372705936431885]",-1,1
9,2387,1,"[0.2435447871685028, 0.33887946605682373]","[-0.4446517527103424, -0.3493170738220215]","[-1.1328482627868652, -1.0375136137008667]","[0.6881965398788452, 0.6881965398788452]","[-0.6881965398788452, -0.6881965398788452]",-1,1
9,2387,3,"[1.5337494611740112, 1.6217585802078247]","[-0.4293312132358551, -0.341322124004364]","[-2.392411708831787, -2.3044028282165527]","[1.963080644607544, 1.963080644607544]","[-1.9630805253982544, -1.963080644607544]",-1,1
9,2387,5,"[1.4430041313171387, 1.413100242614746]","[-0.29426634311676025, -0.32417020201683044]","[-2.031536817550659, -2.0614407062530518]","[1.737270474433899, 1.737270474433899]","[-1.737270474433899, -1.737270474433899]",-1,1
9,139,1,"[1.864514708518982, 1.9171838760375977]","[1.1763181686401367, 1.2289873361587524]","[0.4881215989589691, 0.5407907962799072]","[0.6881965398788452, 0.6881965398788452]","[-0.6881965398788452, -0.6881965398788452]",-1,1
9,139,3,"[2.9966747760772705, 3.0461783409118652]","[1.0335942506790161, 1.0830976963043213]","[-0.9294865131378174, -0.8799830079078674]","[1.9630805253982544, 1.963080644607544]","[-1.9630807638168335, -1.963080644607544]",-1,1
9,139,5,"[2.763294219970703, 2.698639154434204]","[1.0260238647460938, 0.9613686800003052]","[-0.7112467288970947, -0.7759018540382385]","[1.7372703552246094, 1.737270474433899]","[-1.7372705936431885, -1.7372705936431885]",-1,1
9,1326,1,"[0.33395853638648987, 0.35532695055007935]","[-0.35423800349235535, -0.33286958932876587]","[-1.042434573173523, -1.0210660696029663]","[0.6881965398788452, 0.6881965398788452]","[-0.6881965398788452, -0.6881964802742004]",-1,1
9,1326,3,"[1.6153478622436523, 1.6366024017333984]","[-0.3477327823638916, -0.3264782428741455]","[-2.3108134269714355, -2.2895588874816895]","[1.963080644607544, 1.963080644607544]","[-1.963080644607544, -1.963080644607544]",-1,1
9,1326,5,"[1.5166466236114502, 1.4264968633651733]","[-0.22062377631664276, -0.3107735812664032]","[-1.957894206047058, -2.048044204711914]","[1.7372703552246094, 1.737270474433899]","[-1.737270474433899, -1.7372705936431885]",-1,1
9,304,1,"[-1.119964361190796, -0.8660255670547485]","[-0.4317678213119507, -0.1778290569782257]","[0.25642871856689453, 0.5103675127029419]","[-0.6881965398788452, -0.6881965398788452]","[0.6881965398788452, 0.6881965398788452]",1,0
9,304,3,"[-2.380784034729004, -2.149634838104248]","[-0.41770344972610474, -0.1865541785955429]","[1.5453771352767944, 1.7765265703201294]","[-1.963080644607544, -1.963080644607544]","[1.963080644607544, 1.9630807638168335]",1,0
9,304,5,"[-2.021042585372925, -1.9217627048492432]","[-0.2837723195552826, -0.18449212610721588]","[1.453498125076294, 1.5527783632278442]","[-1.7372702360153198, -1.7372705936431885]","[1.737270474433899, 1.737270474433899]",1,0
9,1380,1,"[2.0710597038269043, 2.240140438079834]","[1.3828630447387695, 1.5519440174102783]","[0.6946665048599243, 0.8637474179267883]","[0.6881966590881348, 0.6881964206695557]","[-0.6881965398788452, -0.68819659948349]",-1,1
9,1380,3,"[3.18308162689209, 3.337646484375]","[1.2200008630752563, 1.3745660781860352]","[-0.7430797219276428, -0.5885146260261536]","[1.9630807638168335, 1.9630804061889648]","[-1.963080644607544, -1.963080644607544]",-1,1
9,1380,5,"[2.9315264225006104, 2.9616892337799072]","[1.1942558288574219, 1.2244188785552979]","[-0.5430145859718323, -0.5128515958786011]","[1.7372705936431885, 1.7372703552246094]","[-1.7372703552246094, -1.737270474433899]",-1,1
9,1450,1,"[1.3062704801559448, 1.3657399415969849]","[0.6180739402770996, 0.6775434613227844]","[-0.070122629404068, -0.01065308228135109]","[0.6881965398788452, 0.6881964802742004]","[-0.6881965398788452, -0.6881965398788452]",-1,1
9,1450,3,"[2.492859363555908, 2.5485000610351562]","[0.5297787189483643, 0.5854195356369019]","[-1.4333019256591797, -1.377661108970642]","[1.963080644607544, 1.9630805253982544]","[-1.963080644607544, -1.963080644607544]",-1,1
9,1450,5,"[2.308600902557373, 2.2494845390319824]","[0.5713303685188293, 0.5122141242027283]","[-1.1659399271011353, -1.2250562906265259]","[1.7372705936431885, 1.7372703552246094]","[-1.7372703552246094, -1.7372703552246094]",-1,1
9,2907,1,"[1.3074792623519897, 1.6275451183319092]","[0.6192826628684998, 0.939348578453064]","[-0.06891386210918427, 0.25115203857421875]","[0.68819659948349, 0.6881965398788452]","[-0.6881965398788452, -0.6881965398788452]",-1,1
9,2907,3,"[2.493950366973877, 2.7847793102264404]","[0.5308696031570435, 0.8216986656188965]","[-1.432210922241211, -1.1413819789886475]","[1.9630807638168335, 1.963080644607544]","[-1.9630805253982544, -1.963080644607544]",-1,1
9,2907,5,"[2.3095853328704834, 2.462726593017578]","[0.5723148584365845, 0.7254560589790344]","[-1.1649553775787354, -1.0118143558502197]","[1.737270474433899, 1.7372705936431885]","[-1.7372702360153198, -1.7372703552246094]",-1,1
9,2061,1,"[-1.3789143562316895, -1.0482052564620972]","[-2.067110776901245, -1.7364017963409424]","[-2.75530743598938, -2.424598217010498]","[0.6881964206695557, 0.6881965398788452]","[-0.6881966590881348, -0.6881964206695557]",-1,1
9,2061,3,"[0.0694800391793251, 0.36991456151008606]","[-1.8936004638671875, -1.5931661128997803]","[-3.8566811084747314, -3.556246519088745]","[1.9630805253982544, 1.963080644607544]","[-1.963080644607544, -1.9630804061889648]",-1,1
9,2061,5,"[0.12150099128484726, 0.28331106901168823]","[-1.615769386291504, -1.453959345817566]","[-3.3530399799346924, -3.1912293434143066]","[1.7372703552246094, 1.7372703552246094]","[-1.7372705936431885, -1.7372699975967407]",-1,1
9,109,1,"[-1.2422622442245483, -1.1907004117965698]","[-1.9304587841033936, -1.878896951675415]","[-2.6186554431915283, -2.5670933723449707]","[0.6881965398788452, 0.6881965398788452]","[-0.6881966590881348, -0.6881964206695557]",-1,1
9,109,3,"[0.192808598279953, 0.2413126826286316]","[-1.7702720165252686, -1.7217679023742676]","[-3.7333526611328125, -3.6848485469818115]","[1.963080644607544, 1.963080644607544]","[-1.963080644607544, -1.963080644607544]",-1,1
9,109,5,"[0.23280499875545502, 0.16724790632724762]","[-1.5044653415679932, -1.570022463798523]","[-3.2417359352111816, -3.307293176651001]","[1.7372703552246094, 1.7372703552246094]","[-1.7372705936431885, -1.737270712852478]",-1,1
9,2334,1,"[0.08090928941965103, 0.10421168804168701]","[0.769105851650238, 0.7924082279205322]","[1.4573023319244385, 1.4806047677993774]","[-0.6881965398788452, -0.6881965398788452]","[0.6881964802742004, 0.6881965398788452]",1,0
9,2334,3,"[-1.2969956398010254, -1.2739956378936768]","[0.6660850048065186, 0.6890850067138672]","[2.6291656494140625, 2.652165651321411]","[-1.963080644607544, -1.963080644607544]","[1.963080644607544, 1.963080644607544]",1,0
9,2334,5,"[-1.0429236888885498, -1.1314982175827026]","[0.6943467855453491, 0.6057722568511963]","[2.431617259979248, 2.3430428504943848]","[-1.737270474433899, -1.737270474433899]","[1.737270474433899, 1.7372705936431885]",1,0
9,126,1,"[-2.2165756225585938, -2.32377028465271]","[-1.5283790826797485, -1.6355736255645752]","[-0.8401825428009033, -0.94737708568573]","[-0.6881965398788452, -0.6881966590881348]","[0.6881965398788452, 0.6881965398788452]",1,0
9,126,3,"[-3.3704757690429688, -3.4652493000030518]","[-1.4073951244354248, -1.5021686553955078]","[0.5556855201721191, 0.46091198921203613]","[-1.963080644607544, -1.963080644607544]","[1.963080644607544, 1.963080644607544]",1,0
9,126,5,"[-2.9142396450042725, -3.109104633331299]","[-1.176969051361084, -1.3718342781066895]","[0.5603014230728149, 0.36543628573417664]","[-1.7372705936431885, -1.7372703552246094]","[1.737270474433899, 1.7372705936431885]",1,0
9,410,1,"[-0.47373899817466736, -0.48658984899520874]","[0.21445754170417786, 0.20160669088363647]","[0.9026540517807007, 0.8898032307624817]","[-0.6881965398788452, -0.6881965398788452]","[0.6881965398788452, 0.6881965398788452]",1,0
9,410,3,"[-1.7975656986236572, -1.8071941137313843]","[0.16551494598388672, 0.15588659048080444]","[2.1285955905914307, 2.118967294692993]","[-1.963080644607544, -1.963080644607544]","[1.963080644607544, 1.963080644607544]",1,0
9,410,5,"[-1.4946881532669067, -1.6127097606658936]","[0.242582306265831, 0.12456066161394119]","[1.9798526763916016, 1.8618310689926147]","[-1.737270474433899, -1.737270474433899]","[1.7372703552246094, 1.7372703552246094]",1,0
9,541,1,"[-0.9935736060142517, -0.9181632399559021]","[-0.3053770661354065, -0.2299666702747345]","[0.3828194737434387, 0.4582298696041107]","[-0.6881965398788452, -0.6881965398788452]","[0.6881965398788452, 0.6881965398788452]",1,0
9,541,3,"[-2.266716480255127, -2.1966891288757324]","[-0.3036358058452606, -0.23360835015773773]","[1.659444808959961, 1.729472279548645]","[-1.963080644607544, -1.9630807638168335]","[1.963080644607544, 1.963080644607544]",1,0
9,541,5,"[-1.9180967807769775, -1.9642291069030762]","[-0.18082626163959503, -0.2269585281610489]","[1.5564440488815308, 1.5103119611740112]","[-1.737270474433899, -1.7372705936431885]","[1.7372703552246094, 1.737270474433899]",1,0
9,1089,1,"[1.5759197473526, 1.7615349292755127]","[2.2641162872314453, 2.4497315883636475]","[2.952312707901001, 3.137928009033203]","[-0.6881965398788452, -0.6881966590881348]","[0.6881964206695557, 0.6881964206695557]",1,0
9,1089,3,"[0.052251335233449936, 0.2217385619878769]","[2.015331983566284, 2.184819221496582]","[3.978412389755249, 4.147899627685547]","[-1.963080644607544, -1.963080644607544]","[1.9630804061889648, 1.9630804061889648]",1,0
9,1089,5,"[0.17477169632911682, 0.21840189397335052]","[1.9120421409606934, 1.9556723833084106]","[3.6493124961853027, 3.6929423809051514]","[-1.737270474433899, -1.737270474433899]","[1.7372703552246094, 1.7372699975967407]",1,0
9,863,1,"[-1.3259018659591675, -1.2473405599594116]","[-2.0140984058380127, -1.9355370998382568]","[-2.7022950649261475, -2.6237335205078125]","[0.6881965398788452, 0.6881965398788452]","[-0.6881966590881348, -0.6881964206695557]",-1,1
9,863,3,"[0.11732381582260132, 0.1901949644088745]","[-1.8457567691802979, -1.7728856801986694]","[-3.808837652206421, -3.735966205596924]","[1.963080644607544, 1.963080644607544]","[-1.963080883026123, -1.9630805253982544]",-1,1
9,863,5,"[0.16467998921871185, 0.12111411988735199]","[-1.5725904703140259, -1.6161563396453857]","[-3.309860944747925, -3.353426694869995]","[1.737270474433899, 1.737270474433899]","[-1.737270474433899, -1.7372703552246094]",-1,1
9,1190,1,"[0.22159028053283691, 0.2591349184513092]","[-0.4666062593460083, -0.429061621427536]","[-1.1548027992248535, -1.1172581911087036]","[0.6881965398788452, 0.6881965398788452]","[-0.6881965398788452, -0.6881965398788452]",-1,1
9,1190,3,"[1.5139354467391968, 1.5497890710830688]","[-0.4491451382637024, -0.4132915735244751]","[-2.4122257232666016, -2.3763723373413086]","[1.963080644607544, 1.963080644607544]","[-1.963080644607544, -1.9630807638168335]",-1,1
9,1190,5,"[1.4251221418380737, 1.3481477499008179]","[-0.31214842200279236, -0.3891226351261139]","[-2.0494186878204346, -2.1263930797576904]","[1.7372705936431885, 1.7372703552246094]","[-1.7372702360153198, -1.737270474433899]",-1,1
9,11,1,"[-3.1769328117370605, -3.173222541809082]","[-3.8651294708251953, -3.861419200897217]","[-4.55332612991333, -4.549615859985352]","[0.6881966590881348, 0.6881966590881348]","[-0.6881966590881348, -0.6881966590881348]",-1,1
9,11,3,"[-1.5532315969467163, -1.5479134321212769]","[-3.51631236076355, -3.5109944343566895]","[-5.479393005371094, -5.474074840545654]","[1.9630807638168335, 1.9630810022354126]","[-1.963080644607544, -1.9630804061889648]",-1,1
9,11,5,"[-1.3429962396621704, -1.4475287199020386]","[-3.0802667140960693, -3.1847994327545166]","[-4.817537307739258, -4.922069549560547]","[1.737270474433899, 1.737270712852478]","[-1.7372705936431885, -1.7372701168060303]",-1,1
9,1681,1,"[0.865324079990387, 0.6722955703735352]","[1.553520679473877, 1.3604921102523804]","[2.2417171001434326, 2.0486886501312256]","[-0.68819659948349, -0.6881965398788452]","[0.6881964206695557, 0.6881965398788452]",1,0
9,1681,3,"[-0.5890612602233887, -0.7612999677658081]","[1.3740193843841553, 1.2017806768417358]","[3.337100028991699, 3.1648614406585693]","[-1.963080644607544, -1.963080644607544]","[1.963080644607544, 1.9630807638168335]",1,0
9,1681,5,"[-0.40401285886764526, -0.668790340423584]","[1.3332575559616089, 1.068480134010315]","[3.070528030395508, 2.805750846862793]","[-1.7372703552246094, -1.737270474433899]","[1.737270474433899, 1.737270712852478]",1,0
9,2873,1,"[-2.4383983612060547, -2.420624256134033]","[-1.7502018213272095, -1.732427716255188]","[-1.0620052814483643, -1.0442311763763428]","[-0.6881965398788452, -0.6881965398788452]","[0.6881965398788452, 0.6881965398788452]",1,0
9,2873,3,"[-3.5706708431243896, -3.5526602268218994]","[-1.6075900793075562, -1.589579463005066]","[0.355490505695343, 0.373501181602478]","[-1.9630807638168335, -1.9630807638168335]","[1.963080644607544, 1.963080644607544]",1,0
9,2873,5,"[-3.0949156284332275, -3.187993288040161]","[-1.3576449155807495, -1.4507224559783936]","[0.37962546944618225, 0.2865479588508606]","[-1.737270712852478, -1.7372708320617676]","[1.7372703552246094, 1.7372703552246094]",1,0
9,2848,1,"[-0.3906634747982025, -0.6856927275657654]","[0.2975330650806427, 0.0025038167368620634]","[0.9857295751571655, 0.690700352191925]","[-0.6881965398788452, -0.6881965398788452]","[0.6881965398788452, 0.6881965398788452]",1,0
