seed,state_idx,split,ood_type,horizon,outcome_m1,outcome_0,outcome_p1,residual_m1,residual_p1,best_action,mode,history_obs,history_act
0,736,train,none,5,"[-2.966594934463501, -4.383955478668213]","[-2.185621976852417, -3.60298228263855]","[-3.237295389175415, -4.654655933380127]","[-0.780972957611084, -0.7809731960296631]","[-1.051673412322998, -1.0516736507415771]",0,1,"[[-2.9355876445770264, -4.248610973358154], [-3.1644272804260254, -4.546264171600342], [-2.8404688835144043, -4.197012901306152], [-2.9257586002349854, -4.111578941345215], [-3.213028907775879, -4.236865997314453], [-2.871568202972412, -4.018910884857178], [-2.8376004695892334, -3.693246603012085], [-3.354428768157959, -3.9162373542785645]]","[-1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0]"
0,982,train,none,1,"[-3.252166986465454, -3.3335487842559814]","[-2.8316755294799805, -2.913057565689087]","[-2.8111844062805176, -2.892566204071045]","[-0.42049145698547363, -0.42049121856689453]","[0.02049112319946289, 0.020491361618041992]",1,0,"[[-2.6280171871185303, -2.887019395828247], [-2.36958646774292, -2.499640941619873], [-2.4213452339172363, -2.407116651535034], [-2.2536277770996094, -2.269097089767456], [-2.715332508087158, -2.9096319675445557], [-3.154128074645996, -3.3401167392730713], [-3.156236410140991, -3.182147979736328], [-2.9234681129455566, -3.2204205989837646]]","[1.0, -1.0, 0.0, 0.0, -1.0, -1.0, 1.0, 1.0]"
0,982,train,none,3,"[-3.5479321479797363, -4.245362281799316]","[-2.3817763328552246, -3.079206943511963]","[-2.295363426208496, -2.992793560028076]","[-1.1661558151245117, -1.1661553382873535]","[0.08641290664672852, 0.08641338348388672]",1,0,"[[-2.6280171871185303, -2.887019395828247], [-2.36958646774292, -2.499640941619873], [-2.4213452339172363, -2.407116651535034], [-2.2536277770996094, -2.269097089767456], [-2.715332508087158, -2.9096319675445557], [-3.154128074645996, -3.3401167392730713], [-3.156236410140991, -3.182147979736328], [-2.9234681129455566, -3.2204205989837646]]","[1.0, -1.0, 0.0, 0.0, -1.0, -1.0, 1.0, 1.0]"
0,982,train,none,5,"[-2.9296047687530518, -4.142024517059326]","[-1.8521528244018555, -3.064573049545288]","[-2.614727735519409, -3.8271472454071045]","[-1.0774519443511963, -1.077451467514038]","[-0.7625749111175537, -0.7625741958618164]",0,0,"[[-2.6280171871185303, -2.887019395828247], [-2.36958646774292, -2.499640941619873], [-2.4213452339172363, -2.407116651535034], [-2.2536277770996094, -2.269097089767456], [-2.715332508087158, -2.9096319675445557], [-3.154128074645996, -3.3401167392730713], [-3.156236410140991, -3.182147979736328], [-2.9234681129455566, -3.2204205989837646]]","[1.0, -1.0, 0.0, 0.0, -1.0, -1.0, 1.0, 1.0]"
0,2517,train,none,1,"[-1.8865540027618408, -2.157471179962158]","[-1.955742597579956, -2.2266597747802734]","[-2.424931049346924, -2.695848226547241]","[0.06918859481811523, 0.06918859481811523]","[-0.4691884517669678, -0.4691884517669678]",-1,1,"[[-2.7769315242767334, -2.4454662799835205], [-2.8191394805908203, -2.713926315307617], [-2.594987154006958, -2.4992496967315674], [-2.514940023422241, -2.1831295490264893], [-2.4890804290771484, -1.9321978092193604], [-2.294560670852661, -2.01233172416687], [-1.8425785303115845, -1.8977489471435547], [-2.0014333724975586, -2.497896671295166]]","[1.0, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0]"
0,2517,train,none,3,"[-1.348893165588379, -2.217379093170166]","[-1.5912468433380127, -2.4597327709198]","[-2.867161989212036, -3.7356479167938232]","[0.2423536777496338, 0.2423536777496338]","[-1.2759151458740234, -1.2759151458740234]",-1,1,"[[-2.7769315242767334, -2.4454662799835205], [-2.8191394805908203, -2.713926315307617], [-2.594987154006958, -2.4992496967315674], [-2.514940023422241, -2.1831295490264893], [-2.4890804290771484, -1.9321978092193604], [-2.294560670852661, -2.01233172416687], [-1.8425785303115845, -1.8977489471435547], [-2.0014333724975586, -2.497896671295166]]","[1.0, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0]"
0,2517,train,none,5,"[-1.8622885942459106, -3.229085922241211]","[-1.138700008392334, -2.505497455596924]","[-2.2704527378082275, -3.6372501850128174]","[-0.7235885858535767, -0.7235884666442871]","[-1.1317527294158936, -1.1317527294158936]",0,1,"[[-2.7769315242767334, -2.4454662799835205], [-2.8191394805908203, -2.713926315307617], [-2.594987154006958, -2.4992496967315674], [-2.514940023422241, -2.1831295490264893], [-2.4890804290771484, -1.9321978092193604], [-2.294560670852661, -2.01233172416687], [-1.8425785303115845, -1.8977489471435547], [-2.0014333724975586, -2.497896671295166]]","[1.0, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0]"
0,2767,train,none,1,"[-3.0956873893737793, -1.542549967765808]","[-2.6145479679107666, -1.0614104270935059]","[-2.5334084033966064, -0.9802708625793457]","[-0.4811394214630127, -0.48113954067230225]","[0.08113956451416016, 0.08113956451416016]",1,0,"[[-2.2894089221954346, -0.8194007277488708], [-1.9606422185897827, -0.5588120818138123], [-1.9154229164123535, -0.43756037950515747], [-1.5396699905395508, -0.3590477406978607], [-2.141007900238037, -0.9374943375587463], [-2.450767993927002, -0.9927034378051758], [-2.885812997817993, -1.5022940635681152], [-2.6949126720428467, -1.2713184356689453]]","[1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
0,2767,train,none,3,"[-3.488931655883789, -2.7112083435058594]","[-2.185818672180176, -1.4080952405929565]","[-1.9074100255966187, -1.1296865940093994]","[-1.3031129837036133, -1.3031131029129028]","[0.27840864658355713, 0.27840864658355713]",1,0,"[[-2.2894089221954346, -0.8194007277488708], [-1.9606422185897827, -0.5588120818138123], [-1.9154229164123535, -0.43756037950515747], [-1.5396699905395508, -0.3590477406978607], [-2.141007900238037, -0.9374943375587463], [-2.450767993927002, -0.9927034378051758], [-2.885812997817993, -1.5022940635681152], [-2.6949126720428467, -1.2713184356689453]]","[1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
0,2767,train,none,5,"[-2.812042713165283, -2.693136215209961]","[-1.6753009557724, -1.5563946962356567]","[-2.4113712310791016, -2.2924649715423584]","[-1.1367417573928833, -1.1367415189743042]","[-0.7360702753067017, -0.7360702753067017]",0,0,"[[-2.2894089221954346, -0.8194007277488708], [-1.9606422185897827, -0.5588120818138123], [-1.9154229164123535, -0.43756037950515747], [-1.5396699905395508, -0.3590477406978607], [-2.141007900238037, -0.9374943375587463], [-2.450767993927002, -0.9927034378051758], [-2.885812997817993, -1.5022940635681152], [-2.6949126720428467, -1.2713184356689453]]","[1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
0,2886,train,none,1,"[-3.3916220664978027, -3.2496819496154785]","[-3.391295909881592, -3.2493560314178467]","[-3.7909700870513916, -3.6490299701690674]","[-0.0003261566162109375, -0.00032591819763183594]","[-0.3996741771697998, -0.3996739387512207]",0,1,"[[-2.7666008472442627, -2.761112689971924], [-2.385524272918701, -2.659461736679077], [-2.6634392738342285, -2.6623833179473877], [-2.9191384315490723, -3.1072428226470947], [-3.4029438495635986, -3.6856579780578613], [-3.468078136444092, -3.700336456298828], [-3.538317918777466, -3.6987369060516357], [-3.512542247772217, -3.5744190216064453]]","[0.0, 0.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0]"
0,2886,train,none,3,"[-2.864798069000244, -3.360680341720581]","[-2.886833667755127, -3.382716178894043]","[-4.0035858154296875, -4.4994683265686035]","[0.022035598754882812, 0.022035837173461914]","[-1.1167521476745605, -1.1167521476745605]",-1,1,"[[-2.7666008472442627, -2.761112689971924], [-2.385524272918701, -2.659461736679077], [-2.6634392738342285, -2.6623833179473877], [-2.9191384315490723, -3.1072428226470947], [-3.4029438495635986, -3.6856579780578613], [-3.468078136444092, -3.700336456298828], [-3.538317918777466, -3.6987369060516357], [-3.512542247772217, -3.5744190216064453]]","[0.0, 0.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0]"
0,2886,train,none,5,"[-3.087197780609131, -4.117720603942871]","[-2.307967185974121, -3.3384902477264404]","[-3.3630244731903076, -4.393547534942627]","[-0.7792305946350098, -0.7792303562164307]","[-1.0550572872161865, -1.0550572872161865]",0,1,"[[-2.7666008472442627, -2.761112689971924], [-2.385524272918701, -2.659461736679077], [-2.6634392738342285, -2.6623833179473877], [-2.9191384315490723, -3.1072428226470947], [-3.4029438495635986, -3.6856579780578613], [-3.468078136444092, -3.700336456298828], [-3.538317918777466, -3.6987369060516357], [-3.512542247772217, -3.5744190216064453]]","[0.0, 0.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0]"
0,1258,train,none,1,"[-3.8051159381866455, -3.682487964630127]","[-3.406494140625, -3.2838664054870605]","[-3.407872438430786, -3.2852444648742676]","[-0.3986217975616455, -0.3986215591430664]","[-0.0013782978057861328, -0.0013780593872070312]",0,0,"[[-4.005845069885254, -4.621897220611572], [-3.7281482219696045, -4.448824405670166], [-3.524134397506714, -3.9194319248199463], [-3.505302667617798, -3.5774335861206055], [-3.2092199325561523, -3.237218141555786], [-3.4717941284179688, -3.325103521347046], [-3.3596925735473633, -3.251579761505127], [-3.5285403728485107, -3.610745668411255]]","[0.0, -1.0, 0.0, -1.0, -1.0, 1.0, 0.0, -1.0]"
0,1258,train,none,3,"[-4.014776229858398, -4.528087615966797]","[-2.900550127029419, -3.4138617515563965]","[-2.881727933883667, -3.3950393199920654]","[-1.1142261028289795, -1.1142258644104004]","[0.018822193145751953, 0.018822431564331055]",1,0,"[[-4.005845069885254, -4.621897220611572], [-3.7281482219696045, -4.448824405670166], [-3.524134397506714, -3.9194319248199463], [-3.505302667617798, -3.5774335861206055], [-3.2092199325561523, -3.237218141555786], [-3.4717941284179688, -3.325103521347046], [-3.3596925735473633, -3.251579761505127], [-3.5285403728485107, -3.610745668411255]]","[0.0, -1.0, 0.0, -1.0, -1.0, 1.0, 0.0, -1.0]"
0,1258,train,none,5,"[-3.3743515014648438, -4.4206037521362305]","[-2.3203461170196533, -3.3665990829467773]","[-3.100311040878296, -4.146563529968262]","[-1.0540053844451904, -1.0540046691894531]","[-0.7799649238586426, -0.7799644470214844]",0,0,"[[-4.005845069885254, -4.621897220611572], [-3.7281482219696045, -4.448824405670166], [-3.524134397506714, -3.9194319248199463], [-3.505302667617798, -3.5774335861206055], [-3.2092199325561523, -3.237218141555786], [-3.4717941284179688, -3.325103521347046], [-3.3596925735473633, -3.251579761505127], [-3.5285403728485107, -3.610745668411255]]","[0.0, -1.0, 0.0, -1.0, -1.0, 1.0, 0.0, -1.0]"
0,2629,train,none,1,"[0.22596430778503418, 0.1844048798084259]","[-0.16120897233486176, -0.20276840031147003]","[-0.9483822584152222, -0.9899416565895081]","[0.38717329502105713, 0.38717329502105713]","[-0.7871732711791992, -0.7871732711791992]",-1,1,"[[-1.4478604793548584, -1.325417160987854], [-1.2019625902175903, -1.1341168880462646], [-1.038339376449585, -1.144910216331482], [-0.9819812774658203, -0.7561632394790649], [-0.5736109018325806, -0.47278231382369995], [-0.16566763818264008, 0.03986740857362747], [0.559036135673523, 0.3378709554672241], [-0.11245062947273254, -0.3674847185611725]]","[-1.0, -1.0, 0.0, 0.0, -1.0, -1.0, -1.0, 1.0]"
0,2629,train,none,3,"[1.0696054697036743, 0.4081149399280548]","[0.02831977792084217, -0.6331707835197449]","[-1.7934240102767944, -2.4549145698547363]","[1.0412856340408325, 1.041285753250122]","[-1.8217438459396362, -1.8217437267303467]",-1,1,"[[-1.4478604793548584, -1.325417160987854], [-1.2019625902175903, -1.1341168880462646], [-1.038339376449585, -1.144910216331482], [-0.9819812774658203, -0.7561632394790649], [-0.5736109018325806, -0.47278231382369995], [-0.16566763818264008, 0.03986740857362747], [0.559036135673523, 0.3378709554672241], [-0.11245062947273254, -0.3674847185611725]]","[-1.0, -1.0, 0.0, 0.0, -1.0, -1.0, -1.0, 1.0]"
0,2629,train,none,5,"[-0.0983978882431984, -1.2783820629119873]","[0.3229588568210602, -0.8570253252983093]","[-1.1638623476028442, -2.343846559524536]","[-0.421356737613678, -0.421356737613678]","[-1.486821174621582, -1.486821174621582]",0,1,"[[-1.4478604793548584, -1.325417160987854], [-1.2019625902175903, -1.1341168880462646], [-1.038339376449585, -1.144910216331482], [-0.9819812774658203, -0.7561632394790649], [-0.5736109018325806, -0.47278231382369995], [-0.16566763818264008, 0.03986740857362747], [0.559036135673523, 0.3378709554672241], [-0.11245062947273254, -0.3674847185611725]]","[-1.0, -1.0, 0.0, 0.0, -1.0, -1.0, -1.0, 1.0]"
0,1642,train,none,1,"[-3.0947089195251465, -2.0413243770599365]","[-3.128347396850586, -2.074962854385376]","[-3.561985969543457, -2.508601427078247]","[0.03363847732543945, 0.03363847732543945]","[-0.4336385726928711, -0.4336385726928711]",-1,1,"[[-2.4144890308380127, -1.9656813144683838], [-2.8870902061462402, -2.4003453254699707], [-3.2437756061553955, -3.043081283569336], [-2.8724424839019775, -2.742140054702759], [-2.7750403881073, -2.6861767768859863], [-2.8679025173187256, -2.408174514770508], [-3.3744924068450928, -2.6808810234069824], [-3.2357542514801025, -2.3382158279418945]]","[0.0, -1.0, 1.0, -1.0, -1.0, 0.0, 1.0, -1.0]"
0,1642,train,none,3,"[-2.5226128101348877, -2.1959164142608643]","[-2.6495227813720703, -2.322826385498047]","[-3.8460276126861572, -3.519331216812134]","[0.12690997123718262, 0.12690997123718262]","[-1.196504831314087, -1.196504831314087]",-1,1,"[[-2.4144890308380127, -1.9656813144683838], [-2.8870902061462402, -2.4003453254699707], [-3.2437756061553955, -3.043081283569336], [-2.8724424839019775, -2.742140054702759], [-2.7750403881073, -2.6861767768859863], [-2.8679025173187256, -2.408174514770508], [-3.3744924068450928, -2.6808810234069824], [-3.2357542514801025, -2.3382158279418945]]","[0.0, -1.0, 1.0, -1.0, -1.0, 0.0, 1.0, -1.0]"
0,1642,train,none,5,"[-2.8526813983917236, -3.140826940536499]","[-2.093794107437134, -2.381939649581909]","[-3.182103157043457, -3.4702486991882324]","[-0.7588872909545898, -0.7588872909545898]","[-1.0883090496063232, -1.0883090496063232]",0,1,"[[-2.4144890308380127, -1.9656813144683838], [-2.8870902061462402, -2.4003453254699707], [-3.2437756061553955, -3.043081283569336], [-2.8724424839019775, -2.742140054702759], [-2.7750403881073, -2.6861767768859863], [-2.8679025173187256, -2.408174514770508], [-3.3744924068450928, -2.6808810234069824], [-3.2357542514801025, -2.3382158279418945]]","[0.0, -1.0, 1.0, -1.0, -1.0, 0.0, 1.0, -1.0]"
0,143,train,none,1,"[-3.5951366424560547, -2.8151419162750244]","[-3.1704001426696777, -2.3904056549072266]","[-3.1456637382507324, -2.365669012069702]","[-0.42473649978637695, -0.42473626136779785]","[0.024736404418945312, 0.024736642837524414]",1,0,"[[-2.561572313308716, -2.789672374725342], [-2.321359395980835, -2.635519027709961], [-2.4416165351867676, -2.3677818775177], [-2.968421459197998, -2.8185882568359375], [-3.00846004486084, -2.841456174850464], [-3.031172275543213, -2.5743119716644287], [-2.575733184814453, -2.4970319271087646], [-3.280020236968994, -2.6702606678009033]]","[0.0, 0.0, 0.0, 1.0, -1.0, 0.0, -1.0, -1.0]"
0,143,train,none,3,"[-3.863327980041504, -3.7833662033081055]","[-2.6874752044677734, -2.607513427734375]","[-2.5882585048675537, -2.508296489715576]","[-1.1758527755737305, -1.1758527755737305]","[0.09921669960021973, 0.09921693801879883]",1,0,"[[-2.561572313308716, -2.789672374725342], [-2.321359395980835, -2.635519027709961], [-2.4416165351867676, -2.3677818775177], [-2.968421459197998, -2.8185882568359375], [-3.00846004486084, -2.841456174850464], [-3.031172275543213, -2.5743119716644287], [-2.575733184814453, -2.4970319271087646], [-3.280020236968994, -2.6702606678009033]]","[0.0, 0.0, 0.0, 1.0, -1.0, 0.0, -1.0, -1.0]"
0,143,train,none,5,"[-3.207822322845459, -3.7186458110809326]","[-2.1280460357666016, -2.638869524002075]","[-2.891489267349243, -3.4023125171661377]","[-1.0797762870788574, -1.0797762870788574]","[-0.7634432315826416, -0.7634429931640625]",0,0,"[[-2.561572313308716, -2.789672374725342], [-2.321359395980835, -2.635519027709961], [-2.4416165351867676, -2.3677818775177], [-2.968421459197998, -2.8185882568359375], [-3.00846004486084, -2.841456174850464], [-3.031172275543213, -2.5743119716644287], [-2.575733184814453, -2.4970319271087646], [-3.280020236968994, -2.6702606678009033]]","[0.0, 0.0, 0.0, 1.0, -1.0, 0.0, -1.0, -1.0]"
0,1920,train,none,1,"[-3.3427984714508057, -3.2316837310791016]","[-2.921833038330078, -2.810718297958374]","[-2.900867462158203, -2.789752960205078]","[-0.42096543312072754, -0.42096543312072754]","[0.020965576171875, 0.0209653377532959]",1,0,"[[-2.9028916358947754, -2.6903467178344727], [-2.710338830947876, -2.4935691356658936], [-2.426831007003784, -2.759237766265869], [-2.1530981063842773, -2.7756283283233643], [-2.487149477005005, -3.021998882293701], [-2.6576385498046875, -2.97670578956604], [-2.6349544525146484, -2.7815186977386475], [-3.0183706283569336, -3.1126952171325684]]","[0.0, 1.0, 0.0, 1.0, -1.0, 1.0, 1.0, -1.0]"
0,1920,train,none,3,"[-3.630293130874634, -4.153995037078857]","[-2.4631435871124268, -2.9868457317352295]","[-2.375338077545166, -2.8990402221679688]","[-1.167149543762207, -1.167149305343628]","[0.08780550956726074, 0.08780550956726074]",1,0,"[[-2.9028916358947754, -2.6903467178344727], [-2.710338830947876, -2.4935691356658936], [-2.426831007003784, -2.759237766265869], [-2.1530981063842773, -2.7756283283233643], [-2.487149477005005, -3.021998882293701], [-2.6576385498046875, -2.97670578956604], [-2.6349544525146484, -2.7815186977386475], [-3.0183706283569336, -3.1126952171325684]]","[0.0, 1.0, 0.0, 1.0, -1.0, 1.0, 1.0, -1.0]"
0,1920,train,none,5,"[-3.0031111240386963, -4.058741092681885]","[-1.9255868196487427, -2.9812171459198]","[-2.6886093616485596, -3.744239568710327]","[-1.0775243043899536, -1.077523946762085]","[-0.7630225419998169, -0.7630224227905273]",0,0,"[[-2.9028916358947754, -2.6903467178344727], [-2.710338830947876, -2.4935691356658936], [-2.426831007003784, -2.759237766265869], [-2.1530981063842773, -2.7756283283233643], [-2.487149477005005, -3.021998882293701], [-2.6576385498046875, -2.97670578956604], [-2.6349544525146484, -2.7815186977386475], [-3.0183706283569336, -3.1126952171325684]]","[0.0, 1.0, 0.0, 1.0, -1.0, 1.0, 1.0, -1.0]"
0,1490,train,none,1,"[-2.6438815593719482, -1.6134642362594604]","[-2.7039341926574707, -1.6735169887542725]","[-3.163987159729004, -2.1335699558258057]","[0.06005263328552246, 0.06005275249481201]","[-0.4600529670715332, -0.4600529670715332]",-1,1,"[[-1.7630212306976318, -0.33657652139663696], [-1.4191018342971802, -0.6091509461402893], [-1.9522805213928223, -1.2380459308624268], [-2.363024950027466, -1.4771130084991455], [-2.451392412185669, -1.0934332609176636], [-2.6048359870910645, -1.6016600131988525], [-2.3402061462402344, -1.3400599956512451], [-2.789003610610962, -1.915641188621521]]","[-1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0]"
