seed,state_idx,split,ood_type,horizon,outcome_m1,outcome_0,outcome_p1,residual_m1,residual_p1,best_action,mode,history_obs,history_act
0,911,train,none,5,"[-2.407060146331787, -3.935612916946411]","[-1.6477059125900269, -3.1762585639953613]","[-2.7282607555389404, -4.256814002990723]","[-0.7593542337417603, -0.7593543529510498]","[-1.0805548429489136, -1.0805554389953613]",0,1,"[[-1.4062273502349854, -1.78058922290802], [-1.184918761253357, -1.7025983333587646], [-1.046845555305481, -1.321640968322754], [-1.346954107284546, -1.8480560779571533], [-1.1325139999389648, -1.934712290763855], [-1.5984703302383423, -2.409630537033081], [-2.174989938735962, -2.962339162826538], [-2.659249782562256, -3.3647584915161133]]","[1.0, -1.0, -1.0, 1.0, 0.0, 1.0, 1.0, 1.0]"
0,352,train,none,1,"[-1.5936371088027954, -1.4343938827514648]","[-1.7055097818374634, -1.5462664365768433]","[-2.2173824310302734, -2.0581390857696533]","[0.11187267303466797, 0.11187255382537842]","[-0.5118726491928101, -0.5118726491928101]",-1,1,"[[-0.5832882523536682, -1.2944879531860352], [-1.2218860387802124, -1.8984763622283936], [-0.8080400824546814, -1.7195192575454712], [-0.6540516018867493, -1.3477190732955933], [-0.5343705415725708, -1.1964384317398071], [-1.1857326030731201, -1.6699423789978027], [-1.8684146404266357, -1.9608612060546875], [-1.7380304336547852, -1.7816932201385498]]","[-1.0, 1.0, -1.0, -1.0, 0.0, 1.0, 1.0, -1.0]"
0,352,train,none,3,"[-0.9783449172973633, -1.4586111307144165]","[-1.365411639213562, -1.8456777334213257]","[-2.7298035621643066, -3.2100696563720703]","[0.38706672191619873, 0.3870666027069092]","[-1.3643919229507446, -1.3643919229507446]",-1,1,"[[-0.5832882523536682, -1.2944879531860352], [-1.2218860387802124, -1.8984763622283936], [-0.8080400824546814, -1.7195192575454712], [-0.6540516018867493, -1.3477190732955933], [-0.5343705415725708, -1.1964384317398071], [-1.1857326030731201, -1.6699423789978027], [-1.8684146404266357, -1.9608612060546875], [-1.7380304336547852, -1.7816932201385498]]","[-1.0, 1.0, -1.0, -1.0, 0.0, 1.0, 1.0, -1.0]"
0,352,train,none,5,"[-1.6322674751281738, -2.6486964225769043]","[-0.934883713722229, -1.9513128995895386]","[-2.113467216491699, -3.129896402359009]","[-0.6973837614059448, -0.6973835229873657]","[-1.1785835027694702, -1.1785835027694702]",0,1,"[[-0.5832882523536682, -1.2944879531860352], [-1.2218860387802124, -1.8984763622283936], [-0.8080400824546814, -1.7195192575454712], [-0.6540516018867493, -1.3477190732955933], [-0.5343705415725708, -1.1964384317398071], [-1.1857326030731201, -1.6699423789978027], [-1.8684146404266357, -1.9608612060546875], [-1.7380304336547852, -1.7816932201385498]]","[-1.0, 1.0, -1.0, -1.0, 0.0, 1.0, 1.0, -1.0]"
0,1912,train,none,1,"[-3.3833119869232178, -3.174961805343628]","[-2.961883068084717, -2.753532648086548]","[-2.9404540061950684, -2.7321035861968994]","[-0.421428918838501, -0.4214291572570801]","[0.021429061889648438, 0.021429061889648438]",1,0,"[[-2.0243046283721924, -2.4413955211639404], [-1.9750016927719116, -2.3440003395080566], [-2.480931520462036, -2.562505006790161], [-2.9595842361450195, -3.1372854709625244], [-2.8583076000213623, -3.0500285625457764], [-2.9811317920684814, -3.3692009449005127], [-2.8830137252807617, -3.253312349319458], [-3.060528516769409, -3.052499771118164]]","[0.0, 1.0, -1.0, -1.0, 0.0, -1.0, 1.0, 1.0]"
0,1912,train,none,3,"[-3.6674768924713135, -4.103424072265625]","[-2.499288558959961, -2.9352355003356934]","[-2.410083770751953, -2.8460304737091064]","[-1.1681883335113525, -1.1681885719299316]","[0.08920478820800781, 0.08920502662658691]",1,0,"[[-2.0243046283721924, -2.4413955211639404], [-1.9750016927719116, -2.3440003395080566], [-2.480931520462036, -2.562505006790161], [-2.9595842361450195, -3.1372854709625244], [-2.8583076000213623, -3.0500285625457764], [-2.9811317920684814, -3.3692009449005127], [-2.8830137252807617, -3.253312349319458], [-3.060528516769409, -3.052499771118164]]","[0.0, 1.0, -1.0, -1.0, 0.0, -1.0, 1.0, 1.0]"
0,1912,train,none,5,"[-3.035996675491333, -4.012427806854248]","[-1.9582077264785767, -2.934638738632202]","[-2.7213058471679688, -3.6977367401123047]","[-1.0777889490127563, -1.077789068222046]","[-0.7630981206893921, -0.7630980014801025]",0,0,"[[-2.0243046283721924, -2.4413955211639404], [-1.9750016927719116, -2.3440003395080566], [-2.480931520462036, -2.562505006790161], [-2.9595842361450195, -3.1372854709625244], [-2.8583076000213623, -3.0500285625457764], [-2.9811317920684814, -3.3692009449005127], [-2.8830137252807617, -3.253312349319458], [-3.060528516769409, -3.052499771118164]]","[0.0, 1.0, -1.0, -1.0, 0.0, -1.0, 1.0, 1.0]"
0,1647,train,none,1,"[-3.411553144454956, -2.1704611778259277]","[-2.9632959365844727, -1.7222039699554443]","[-2.915038585662842, -1.673946738243103]","[-0.4482572078704834, -0.4482572078704834]","[0.04825735092163086, 0.04825723171234131]",1,0,"[[-2.8679025173187256, -2.408174514770508], [-3.3744924068450928, -2.6808810234069824], [-3.2357542514801025, -2.3382158279418945], [-3.0492451190948486, -1.981938123703003], [-3.624844789505005, -2.1473069190979004], [-3.294285774230957, -2.234396457672119], [-3.396667242050171, -1.9558806419372559], [-3.0620157718658447, -1.966890573501587]]","[0.0, 1.0, -1.0, 0.0, 1.0, -1.0, 1.0, 1.0]"
0,1647,train,none,3,"[-3.7304251194000244, -3.234323024749756]","[-2.500563621520996, -2.0044612884521484]","[-2.327606201171875, -1.8315037488937378]","[-1.2298614978790283, -1.2298617362976074]","[0.1729574203491211, 0.17295753955841064]",1,0,"[[-2.8679025173187256, -2.408174514770508], [-3.3744924068450928, -2.6808810234069824], [-3.2357542514801025, -2.3382158279418945], [-3.0492451190948486, -1.981938123703003], [-3.624844789505005, -2.1473069190979004], [-3.294285774230957, -2.234396457672119], [-3.396667242050171, -1.9558806419372559], [-3.0620157718658447, -1.966890573501587]]","[0.0, 1.0, -1.0, 0.0, 1.0, -1.0, 1.0, 1.0]"
0,1647,train,none,5,"[-3.0624678134918213, -3.1977248191833496]","[-1.9593584537506104, -2.0946152210235596]","[-2.710127830505371, -2.845384120941162]","[-1.103109359741211, -1.10310959815979]","[-0.7507693767547607, -0.7507688999176025]",0,0,"[[-2.8679025173187256, -2.408174514770508], [-3.3744924068450928, -2.6808810234069824], [-3.2357542514801025, -2.3382158279418945], [-3.0492451190948486, -1.981938123703003], [-3.624844789505005, -2.1473069190979004], [-3.294285774230957, -2.234396457672119], [-3.396667242050171, -1.9558806419372559], [-3.0620157718658447, -1.966890573501587]]","[0.0, 1.0, -1.0, 0.0, 1.0, -1.0, 1.0, 1.0]"
0,2857,train,none,1,"[-2.8753175735473633, -2.702561616897583]","[-2.422919511795044, -2.2501635551452637]","[-2.3705215454101562, -2.197765588760376]","[-0.45239806175231934, -0.45239806175231934]","[0.052397966384887695, 0.052397966384887695]",1,0,"[[0.3861522674560547, 1.398129940032959], [0.4778967797756195, 1.20742928981781], [-0.07124431431293488, 0.6024509072303772], [-0.5575358271598816, -0.2183602899312973], [-1.2429044246673584, -0.798525869846344], [-1.4496854543685913, -1.26376473903656], [-1.8976097106933594, -1.7972784042358398], [-2.4931986331939697, -2.5226376056671143]]","[-1.0, 0.0, -1.0, 1.0, 1.0, 1.0, 1.0, -1.0]"
0,2857,train,none,3,"[-3.2514302730560303, -3.71950101852417]","[-2.012873888015747, -2.480945110321045]","[-1.825529932975769, -2.2936007976531982]","[-1.2385563850402832, -1.238555908203125]","[0.18734395503997803, 0.18734431266784668]",1,0,"[[0.3861522674560547, 1.398129940032959], [0.4778967797756195, 1.20742928981781], [-0.07124431431293488, 0.6024509072303772], [-0.5575358271598816, -0.2183602899312973], [-1.2429044246673584, -0.798525869846344], [-1.4496854543685913, -1.26376473903656], [-1.8976097106933594, -1.7972784042358398], [-2.4931986331939697, -2.5226376056671143]]","[-1.0, 0.0, -1.0, 1.0, 1.0, 1.0, 1.0, -1.0]"
0,2857,train,none,5,"[-2.630772829055786, -3.636195659637451]","[-1.5192184448242188, -2.524641752243042]","[-2.258967399597168, -3.264390468597412]","[-1.1115543842315674, -1.1115539073944092]","[-0.7397489547729492, -0.7397487163543701]",0,0,"[[0.3861522674560547, 1.398129940032959], [0.4778967797756195, 1.20742928981781], [-0.07124431431293488, 0.6024509072303772], [-0.5575358271598816, -0.2183602899312973], [-1.2429044246673584, -0.798525869846344], [-1.4496854543685913, -1.26376473903656], [-1.8976097106933594, -1.7972784042358398], [-2.4931986331939697, -2.5226376056671143]]","[-1.0, 0.0, -1.0, 1.0, 1.0, 1.0, 1.0, -1.0]"
0,2068,train,none,1,"[-4.300256729125977, -3.313310384750366]","[-3.9052865505218506, -2.9183402061462402]","[-3.9103167057037354, -2.923370361328125]","[-0.394970178604126, -0.394970178604126]","[-0.005030155181884766, -0.005030155181884766]",0,0,"[[-4.236520767211914, -3.389704704284668], [-4.440668106079102, -3.672044277191162], [-4.508899211883545, -3.8189141750335693], [-4.25383186340332, -3.9726033210754395], [-4.490819454193115, -4.025573253631592], [-4.295659065246582, -4.0289130210876465], [-4.010146617889404, -3.778813600540161], [-4.053585052490234, -3.2259814739227295]]","[1.0, 1.0, 0.0, -1.0, -1.0, 1.0, 0.0, 0.0]"
0,2068,train,none,3,"[-4.456106185913086, -4.189370155334473]","[-3.350710391998291, -3.0839743614196777]","[-3.3433008193969727, -3.0765650272369385]","[-1.105395793914795, -1.105395793914795]","[0.007409572601318359, 0.007409334182739258]",1,0,"[[-4.236520767211914, -3.389704704284668], [-4.440668106079102, -3.672044277191162], [-4.508899211883545, -3.8189141750335693], [-4.25383186340332, -3.9726033210754395], [-4.490819454193115, -4.025573253631592], [-4.295659065246582, -4.0289130210876465], [-4.010146617889404, -3.778813600540161], [-4.053585052490234, -3.2259814739227295]]","[1.0, 1.0, 0.0, -1.0, -1.0, 1.0, 0.0, 0.0]"
0,2068,train,none,5,"[-3.7751624584198, -4.117422103881836]","[-2.7266159057617188, -3.068875551223755]","[-3.5119845867156982, -3.8542444705963135]","[-1.048546552658081, -1.048546552658081]","[-0.7853686809539795, -0.7853689193725586]",0,0,"[[-4.236520767211914, -3.389704704284668], [-4.440668106079102, -3.672044277191162], [-4.508899211883545, -3.8189141750335693], [-4.25383186340332, -3.9726033210754395], [-4.490819454193115, -4.025573253631592], [-4.295659065246582, -4.0289130210876465], [-4.010146617889404, -3.778813600540161], [-4.053585052490234, -3.2259814739227295]]","[1.0, 1.0, 0.0, -1.0, -1.0, 1.0, 0.0, 0.0]"
0,2096,train,none,1,"[-3.7859206199645996, -3.3948752880096436]","[-3.3803913593292236, -2.9893457889556885]","[-3.3748619556427, -2.983816385269165]","[-0.405529260635376, -0.4055294990539551]","[0.0055294036865234375, 0.0055294036865234375]",1,0,"[[-4.365781784057617, -3.516327381134033], [-4.432945728302002, -3.5754787921905518], [-4.4157633781433105, -3.651790142059326], [-4.181057453155518, -3.913313150405884], [-3.8295185565948486, -3.7512731552124023], [-4.425258159637451, -3.970571994781494], [-3.6130616664886475, -3.778116464614868], [-3.501063585281372, -3.3007240295410156]]","[1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, -1.0]"
0,2096,train,none,3,"[-4.0077033042907715, -4.278768062591553]","[-2.8769922256469727, -3.148056983947754]","[-2.8370814323425293, -3.1081457138061523]","[-1.1307110786437988, -1.1307110786437988]","[0.03991079330444336, 0.03991127014160156]",1,0,"[[-4.365781784057617, -3.516327381134033], [-4.432945728302002, -3.5754787921905518], [-4.4157633781433105, -3.651790142059326], [-4.181057453155518, -3.913313150405884], [-3.8295185565948486, -3.7512731552124023], [-4.425258159637451, -3.970571994781494], [-3.6130616664886475, -3.778116464614868], [-3.501063585281372, -3.3007240295410156]]","[1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, -1.0]"
0,2096,train,none,5,"[-3.359714984893799, -4.187339782714844]","[-2.2990853786468506, -3.1267101764678955]","[-3.0747649669647217, -3.9023897647857666]","[-1.0606296062469482, -1.0606296062469482]","[-0.7756795883178711, -0.7756795883178711]",0,0,"[[-4.365781784057617, -3.516327381134033], [-4.432945728302002, -3.5754787921905518], [-4.4157633781433105, -3.651790142059326], [-4.181057453155518, -3.913313150405884], [-3.8295185565948486, -3.7512731552124023], [-4.425258159637451, -3.970571994781494], [-3.6130616664886475, -3.778116464614868], [-3.501063585281372, -3.3007240295410156]]","[1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, -1.0]"
0,2412,train,none,1,"[-2.895902156829834, -2.9602348804473877]","[-2.9127302169799805, -2.977062940597534]","[-3.3295583724975586, -3.3938910961151123]","[0.016828060150146484, 0.016828060150146484]","[-0.4168281555175781, -0.4168281555175781]",-1,1,"[[-2.136127233505249, -2.253725290298462], [-1.997146487236023, -2.251887798309326], [-1.8246184587478638, -1.800169587135315], [-2.0880770683288574, -2.380988597869873], [-2.698190927505493, -2.7786879539489746], [-2.873363733291626, -3.123981237411499], [-3.1704044342041016, -3.3750460147857666], [-3.008788824081421, -3.287794828414917]]","[1.0, -1.0, -1.0, 1.0, 1.0, 1.0, 1.0, -1.0]"
0,2412,train,none,3,"[-2.37992262840271, -3.0619661808013916]","[-2.454928159713745, -3.1369717121124268]","[-3.61250638961792, -4.294549465179443]","[0.07500553131103516, 0.07500553131103516]","[-1.1575782299041748, -1.1575777530670166]",-1,1,"[[-2.136127233505249, -2.253725290298462], [-1.997146487236023, -2.251887798309326], [-1.8246184587478638, -1.800169587135315], [-2.0880770683288574, -2.380988597869873], [-2.698190927505493, -2.7786879539489746], [-2.873363733291626, -3.123981237411499], [-3.1704044342041016, -3.3750460147857666], [-3.008788824081421, -3.287794828414917]]","[1.0, -1.0, -1.0, 1.0, 1.0, 1.0, 1.0, -1.0]"
0,2412,train,none,5,"[-2.683633327484131, -3.882166624069214]","[-1.9181723594665527, -3.1167056560516357]","[-2.991668701171875, -4.190201759338379]","[-0.7654609680175781, -0.7654609680175781]","[-1.0734963417053223, -1.0734961032867432]",0,1,"[[-2.136127233505249, -2.253725290298462], [-1.997146487236023, -2.251887798309326], [-1.8246184587478638, -1.800169587135315], [-2.0880770683288574, -2.380988597869873], [-2.698190927505493, -2.7786879539489746], [-2.873363733291626, -3.123981237411499], [-3.1704044342041016, -3.3750460147857666], [-3.008788824081421, -3.287794828414917]]","[1.0, -1.0, -1.0, 1.0, 1.0, 1.0, 1.0, -1.0]"
0,1087,train,none,1,"[-1.7277196645736694, -1.0209230184555054]","[-1.8511406183242798, -1.1443438529968262]","[-2.3745615482330322, -1.6677649021148682]","[0.12342095375061035, 0.1234208345413208]","[-0.5234209299087524, -0.523421049118042]",-1,1,"[[-1.417284369468689, -1.417267084121704], [-1.1900395154953003, -1.3355858325958252], [-1.9784079790115356, -1.9643957614898682], [-2.050776720046997, -1.8695223331451416], [-1.6277780532836914, -1.7254879474639893], [-1.8926372528076172, -2.3028628826141357], [-1.8007389307022095, -1.8992809057235718], [-1.8913260698318481, -1.358616828918457]]","[0.0, -1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0]"
0,1087,train,none,3,"[-1.0707995891571045, -1.0568987131118774]","[-1.4968434572219849, -1.4829425811767578]","[-2.8845198154449463, -2.870619058609009]","[0.42604386806488037, 0.42604386806488037]","[-1.3876763582229614, -1.387676477432251]",-1,1,"[[-1.417284369468689, -1.417267084121704], [-1.1900395154953003, -1.3355858325958252], [-1.9784079790115356, -1.9643957614898682], [-2.050776720046997, -1.8695223331451416], [-1.6277780532836914, -1.7254879474639893], [-1.8926372528076172, -2.3028628826141357], [-1.8007389307022095, -1.8992809057235718], [-1.8913260698318481, -1.358616828918457]]","[0.0, -1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0]"
0,1087,train,none,5,"[-1.7550469636917114, -2.3254904747009277]","[-1.053501009941101, -1.6239444017410278]","[-2.2421510219573975, -2.8125946521759033]","[-0.7015459537506104, -0.7015460729598999]","[-1.1886500120162964, -1.1886502504348755]",0,1,"[[-1.417284369468689, -1.417267084121704], [-1.1900395154953003, -1.3355858325958252], [-1.9784079790115356, -1.9643957614898682], [-2.050776720046997, -1.8695223331451416], [-1.6277780532836914, -1.7254879474639893], [-1.8926372528076172, -2.3028628826141357], [-1.8007389307022095, -1.8992809057235718], [-1.8913260698318481, -1.358616828918457]]","[0.0, -1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0]"
0,2745,train,none,1,"[-4.1647491455078125, -3.154043674468994]","[-3.76346755027771, -2.7527623176574707]","[-3.762186288833618, -2.751481056213379]","[-0.40128159523010254, -0.40128135681152344]","[0.0012812614440917969, 0.0012812614440917969]",1,0,"[[-3.907872200012207, -2.819453001022339], [-4.019157886505127, -2.4872474670410156], [-4.221018314361572, -3.0435032844543457], [-3.8148386478424072, -2.885420083999634], [-3.698728322982788, -2.8182671070098877], [-3.7317845821380615, -3.03735613822937], [-3.773164987564087, -2.8820955753326416], [-3.904301881790161, -3.0516889095306396]]","[1.0, 0.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0]"
0,2745,train,none,3,"[-4.343341827392578, -4.055163383483887]","[-3.2227184772491455, -2.934540271759033]","[-3.1960577964782715, -2.907879590988159]","[-1.1206233501434326, -1.1206231117248535]","[0.026660680770874023, 0.026660680770874023]",1,0,"[[-3.907872200012207, -2.819453001022339], [-4.019157886505127, -2.4872474670410156], [-4.221018314361572, -3.0435032844543457], [-3.8148386478424072, -2.885420083999634], [-3.698728322982788, -2.8182671070098877], [-3.7317845821380615, -3.03735613822937], [-3.773164987564087, -2.8820955753326416], [-3.904301881790161, -3.0516889095306396]]","[1.0, 0.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0]"
0,2745,train,none,5,"[-3.6659696102142334, -3.988877296447754]","[-2.6111032962799072, -2.934011220932007]","[-3.3921027183532715, -3.71501088142395]","[-1.0548663139343262, -1.054866075515747]","[-0.7809994220733643, -0.7809996604919434]",0,0,"[[-3.907872200012207, -2.819453001022339], [-4.019157886505127, -2.4872474670410156], [-4.221018314361572, -3.0435032844543457], [-3.8148386478424072, -2.885420083999634], [-3.698728322982788, -2.8182671070098877], [-3.7317845821380615, -3.03735613822937], [-3.773164987564087, -2.8820955753326416], [-3.904301881790161, -3.0516889095306396]]","[1.0, 0.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0]"
0,1868,train,none,1,"[-4.421578407287598, -4.380227088928223]","[-4.047985553741455, -4.00663423538208]","[-4.074392795562744, -4.033041477203369]","[-0.3735928535461426, -0.3735928535461426]","[-0.026407241821289062, -0.026407241821289062]",0,0,"[[-3.6177804470062256, -3.871638774871826], [-4.131942272186279, -3.9545738697052], [-4.147364139556885, -4.474688529968262], [-3.7509100437164307, -4.336829662322998], [-3.5772242546081543, -3.9376978874206543], [-3.8466763496398926, -3.7181904315948486], [-3.960416316986084, -4.14490270614624], [-4.203794479370117, -4.371553897857666]]","[-1.0, -1.0, -1.0, -1.0, -1.0, 0.0, -1.0, -1.0]"
0,1868,train,none,3,"[-4.532344818115234, -5.119008541107178]","[-3.4794960021972656, -4.066159725189209]","[-3.5365424156188965, -4.123205661773682]","[-1.0528488159179688, -1.0528488159179688]","[-0.05704641342163086, -0.057045936584472656]",0,0,"[[-3.6177804470062256, -3.871638774871826], [-4.131942272186279, -3.9545738697052], [-4.147364139556885, -4.474688529968262], [-3.7509100437164307, -4.336829662322998], [-3.5772242546081543, -3.9376978874206543], [-3.8466763496398926, -3.7181904315948486], [-3.960416316986084, -4.14490270614624], [-4.203794479370117, -4.371553897857666]]","[-1.0, -1.0, -1.0, -1.0, -1.0, 0.0, -1.0, -1.0]"
0,1868,train,none,5,"[-3.8717041015625, -4.984157085418701]","[-2.8428449630737305, -3.9552981853485107]","[-3.6414031982421875, -4.7538557052612305]","[-1.0288591384887695, -1.0288589000701904]","[-0.798558235168457, -0.7985575199127197]",0,0,"[[-3.6177804470062256, -3.871638774871826], [-4.131942272186279, -3.9545738697052], [-4.147364139556885, -4.474688529968262], [-3.7509100437164307, -4.336829662322998], [-3.5772242546081543, -3.9376978874206543], [-3.8466763496398926, -3.7181904315948486], [-3.960416316986084, -4.14490270614624], [-4.203794479370117, -4.371553897857666]]","[-1.0, -1.0, -1.0, -1.0, -1.0, 0.0, -1.0, -1.0]"
0,1135,train,none,1,"[-1.4541507959365845, -0.887473464012146]","[-1.6000993251800537, -1.0334219932556152]","[-2.146047830581665, -1.5793704986572266]","[0.14594852924346924, 0.14594852924346924]","[-0.5459485054016113, -0.5459485054016113]",-1,1,"[[-2.165750503540039, -2.0315637588500977], [-1.9933271408081055, -1.9041643142700195], [-1.9624849557876587, -1.6565333604812622], [-1.7346004247665405, -1.7217694520950317], [-1.9795466661453247, -1.892630934715271], [-1.5902016162872314, -1.5014569759368896], [-1.5801856517791748, -1.1327731609344482], [-1.6270720958709717, -1.2418569326400757]]","[-1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]"
0,1135,train,none,3,"[-0.7615514397621155, -0.8741083741188049]","[-1.270278811454773, -1.3828356266021729]","[-2.701545238494873, -2.8141021728515625]","[0.5087273716926575, 0.5087272524833679]","[-1.4312664270401, -1.4312665462493896]",-1,1,"[[-2.165750503540039, -2.0315637588500977], [-1.9933271408081055, -1.9041643142700195], [-1.9624849557876587, -1.6565333604812622], [-1.7346004247665405, -1.7217694520950317], [-1.9795466661453247, -1.892630934715271], [-1.5902016162872314, -1.5014569759368896], [-1.5801856517791748, -1.1327731609344482], [-1.6270720958709717, -1.2418569326400757]]","[-1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]"
0,1135,train,none,5,"[-1.5374394655227661, -2.222011089324951]","[-0.8490263819694519, -1.5335978269577026]","[-2.06400203704834, -2.7485735416412354]","[-0.6884130835533142, -0.6884132623672485]","[-1.2149755954742432, -1.2149757146835327]",0,1,"[[-2.165750503540039, -2.0315637588500977], [-1.9933271408081055, -1.9041643142700195], [-1.9624849557876587, -1.6565333604812622], [-1.7346004247665405, -1.7217694520950317], [-1.9795466661453247, -1.892630934715271], [-1.5902016162872314, -1.5014569759368896], [-1.5801856517791748, -1.1327731609344482], [-1.6270720958709717, -1.2418569326400757]]","[-1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]"
0,731,train,none,1,"[-2.754746437072754, -3.842740297317505]","[-2.75282621383667, -3.840820074081421]","[-3.1509060859680176, -4.238900184631348]","[-0.0019202232360839844, -0.0019202232360839844]","[-0.39807987213134766, -0.39808011054992676]",0,1,"[[-2.649512529373169, -4.124503135681152], [-2.904972553253174, -4.252017498016357], [-2.9564852714538574, -4.285123348236084], [-3.358229875564575, -4.599733352661133], [-2.9127445220947266, -4.351496696472168], [-2.9355876445770264, -4.248610973358154], [-3.1644272804260254, -4.546264171600342], [-2.8404688835144043, -4.197012901306152]]","[1.0, -1.0, 0.0, -1.0, 0.0, -1.0, 1.0, 0.0]"
0,731,train,none,3,"[-2.293078899383545, -3.8989763259887695]","[-2.310614824295044, -3.9165124893188477]","[-3.4244327545166016, -5.030330657958984]","[0.017535924911499023, 0.017536163330078125]","[-1.1138179302215576, -1.1138181686401367]",-1,1,"[[-2.649512529373169, -4.124503135681152], [-2.904972553253174, -4.252017498016357], [-2.9564852714538574, -4.285123348236084], [-3.358229875564575, -4.599733352661133], [-2.9127445220947266, -4.351496696472168], [-2.9355876445770264, -4.248610973358154], [-3.1644272804260254, -4.546264171600342], [-2.8404688835144043, -4.197012901306152]]","[1.0, -1.0, 0.0, -1.0, 0.0, -1.0, 1.0, 0.0]"
0,731,train,none,5,"[-2.565103530883789, -4.597414493560791]","[-1.787929654121399, -3.8202412128448486]","[-2.843210220336914, -4.875522136688232]","[-0.7771738767623901, -0.7771732807159424]","[-1.0552805662155151, -1.0552809238433838]",0,1,"[[-2.649512529373169, -4.124503135681152], [-2.904972553253174, -4.252017498016357], [-2.9564852714538574, -4.285123348236084], [-3.358229875564575, -4.599733352661133], [-2.9127445220947266, -4.351496696472168], [-2.9355876445770264, -4.248610973358154], [-3.1644272804260254, -4.546264171600342], [-2.8404688835144043, -4.197012901306152]]","[1.0, -1.0, 0.0, -1.0, 0.0, -1.0, 1.0, 0.0]"
0,2853,train,none,1,"[-0.24532383680343628, 0.27761587500572205]","[-0.5840399265289307, -0.06110019236803055]","[-1.3227559328079224, -0.7998162508010864]","[0.3387160897254944, 0.338716059923172]","[-0.7387160062789917, -0.7387160658836365]",-1,1,"[[-0.5215960144996643, 0.2894749939441681], [-0.08566683530807495, 0.41628554463386536], [0.014097683131694794, 0.7916621565818787], [0.11861266195774078, 0.8392417430877686], [0.3861522674560547, 1.398129940032959], [0.4778967797756195, 1.20742928981781], [-0.07124431431293488, 0.6024509072303772], [-0.5575358271598816, -0.2183602899312973]]","[0.0, -1.0, 0.0, 0.0, -1.0, 0.0, -1.0, 1.0]"
0,2853,train,none,3,"[0.6843898296356201, 0.532359778881073]","[-0.35328516364097595, -0.5053152441978455]","[-2.1053073406219482, -2.2573375701904297]","[1.0376750230789185, 1.0376750230789185]","[-1.75202214717865, -1.7520222663879395]",-1,1,"[[-0.5215960144996643, 0.2894749939441681], [-0.08566683530807495, 0.41628554463386536], [0.014097683131694794, 0.7916621565818787], [0.11861266195774078, 0.8392417430877686], [0.3861522674560547, 1.398129940032959], [0.4778967797756195, 1.20742928981781], [-0.07124431431293488, 0.6024509072303772], [-0.5575358271598816, -0.2183602899312973]]","[0.0, -1.0, 0.0, 0.0, -1.0, 0.0, -1.0, 1.0]"
0,2853,train,none,5,"[-0.5308245420455933, -1.2510205507278442]","[-0.021439600735902786, -0.7416356801986694]","[-1.4497836828231812, -2.169980049133301]","[-0.5093849301338196, -0.5093848705291748]","[-1.4283441305160522, -1.4283443689346313]",0,1,"[[-0.5215960144996643, 0.2894749939441681], [-0.08566683530807495, 0.41628554463386536], [0.014097683131694794, 0.7916621565818787], [0.11861266195774078, 0.8392417430877686], [0.3861522674560547, 1.398129940032959], [0.4778967797756195, 1.20742928981781], [-0.07124431431293488, 0.6024509072303772], [-0.5575358271598816, -0.2183602899312973]]","[0.0, -1.0, 0.0, 0.0, -1.0, 0.0, -1.0, 1.0]"
0,736,train,none,1,"[-3.2454607486724854, -3.578455924987793]","[-3.2410881519317627, -3.5740833282470703]","[-3.6367156505584717, -3.9697108268737793]","[-0.004372596740722656, -0.004372596740722656]","[-0.395627498626709, -0.395627498626709]",0,1,"[[-2.9355876445770264, -4.248610973358154], [-3.1644272804260254, -4.546264171600342], [-2.8404688835144043, -4.197012901306152], [-2.9257586002349854, -4.111578941345215], [-3.213028907775879, -4.236865997314453], [-2.871568202972412, -4.018910884857178], [-2.8376004695892334, -3.693246603012085], [-3.354428768157959, -3.9162373542785645]]","[-1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0]"
0,736,train,none,3,"[-2.7414610385894775, -3.6659722328186035]","[-2.7512712478637695, -3.6757824420928955]","[-3.8584752082824707, -4.782986164093018]","[0.009810209274291992, 0.009810209274291992]","[-1.1072039604187012, -1.107203722000122]",-1,1,"[[-2.9355876445770264, -4.248610973358154], [-3.1644272804260254, -4.546264171600342], [-2.8404688835144043, -4.197012901306152], [-2.9257586002349854, -4.111578941345215], [-3.213028907775879, -4.236865997314453], [-2.871568202972412, -4.018910884857178], [-2.8376004695892334, -3.693246603012085], [-3.354428768157959, -3.9162373542785645]]","[-1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0]"
