step,PolicyClone,PrototypeOutcome,AEP,GoalInference,SafeFallback
534,2.952513508702357e-292,1.768034194329634e-289,1.0,4.5815229952523436e-266,4.187504649986353e-291
535,8.387822467904424e-293,5.022824415709186e-290,1.0,1.3015690327421428e-266,1.1896320028370323e-291
536,2.3829041102001207e-293,1.426938754462837e-290,1.0,3.6976392975629056e-267,3.3796363716961145e-292
537,6.76961394943216e-294,4.0538032797239684e-291,1.0,1.0504657095349166e-267,9.601239692318507e-293
538,1.9231857810886813e-294,1.1516486590124908e-291,1.0,2.984277583906013e-268,2.727624912590485e-293
539,5.463595969001934e-295,3.2717291449218496e-292,1.0,8.47806131791481e-269,7.748934410768425e-294
540,1.552157945739186e-295,9.294685070800707e-293,1.0,2.408540147134889e-269,2.2014018212410293e-294
541,4.409539618577233e-296,2.640535531477473e-293,1.0,6.8424435998150265e-270,6.253982446707469e-295
542,1.2527101189139868e-296,7.501521396242822e-294,1.0,1.9438760226747235e-270,1.7766995587237132e-295
543,3.5588355650965535e-297,2.131114033023529e-294,1.0,5.522375064416828e-271,5.047441928192366e-296
544,1.011032830993339e-297,6.054301230180479e-295,1.0,1.5688565523911444e-271,1.43393236596374e-296
545,2.872252360776531e-298,1.7199719403921812e-295,1.0,4.4569788420202954e-272,4.0736714942151704e-297
546,8.159807843115145e-299,4.886283921568697e-296,1.0,1.2661871710284933e-272,1.1572930381293097e-297
547,2.3181272281577115e-299,1.3881488413547432e-296,1.0,3.5971226449673093e-273,3.2877643128673573e-298
548,6.585588716357136e-300,3.943604662939612e-297,1.0,1.0219098423202584e-273,9.340239525191358e-299
549,1.870905885328732e-300,1.1203422337896626e-297,1.0,2.903152961137097e-274,2.6534771378384535e-299
550,5.315073537865715e-301,3.18279043690245e-298,1.0,8.247593639594026e-275,7.538287323404697e-300
551,1.5099640732573058e-301,9.042018286654689e-299,1.0,2.3430663748846672e-275,2.1415588986945163e-300
552,4.2896706626627993e-302,2.5687551950723555e-299,1.0,6.656438565013259e-276,6.083974144018512e-301
553,1.2186564382564773e-302,7.297599986001009e-300,1.0,1.8910336832424027e-276,1.7284017454598048e-301
554,3.4620921541377193e-303,2.0731818142048325e-300,1.0,5.372254781938643e-277,4.910232231419901e-302
555,9.835489074254886e-304,5.88972106308191e-301,1.0,1.5262087448689328e-277,1.394952338471563e-302
556,2.794173032458774e-304,1.6732162111028155e-301,1.0,4.335820297923106e-278,3.962932779748759e-303
557,7.937991569485152e-305,4.753455145178453e-302,1.0,1.231767130091791e-278,1.1258331760649883e-303
558,2.2551112413310091e-305,1.350413393516606e-302,1.0,3.49933843776077e-279,3.1983897047300796e-304
559,6.406566026508549e-306,3.836401686126721e-303,1.0,9.94130238000219e-280,9.086334388437726e-305
560,1.8200471666217468e-306,1.0898868426496366e-303,1.0,2.8242336306824394e-280,2.5813449967152626e-305
561,5.170588541539054e-307,3.096269439345559e-304,1.0,8.02339099625693e-281,7.333366467941087e-306
562,1.4689171993008674e-307,8.796219998140793e-305,1.0,2.2793724421184467e-281,2.083342746574172e-306
563,4.173060225286554e-308,2.4989261358354525e-305,1.0,6.47548989238195e-282,5.918587348222081e-307
564,1.1855284730927714e-308,7.099221976805264e-306,1.0,1.839627810335781e-282,1.6814168602903636e-307
565,3.36797861674083e-309,2.0168244252287685e-306,1.0,5.226215370272105e-283,4.776752444006715e-308
566,9.5681210702865e-310,5.72961484439991e-307,1.0,1.4847202756454843e-283,1.3570319443200895e-308
567,2.71821621314953e-310,1.6277314898863381e-307,1.0,4.217955328538308e-284,3.855204387272985e-309
568,7.722205150993e-311,4.624237187177098e-308,1.0,1.198282763789292e-284,1.09522851911164e-309
569,2.1938082815324e-311,1.3137037463571307e-308,1.0,3.40421239712867e-285,3.11144465656714e-310
570,6.23240989072e-312,3.7321129157873e-309,1.0,9.671057946388264e-286,8.8393314107016e-311
571,1.77057099168e-312,1.06025935107594e-309,1.0,2.7474596438603022e-286,2.511173696222e-311
572,5.03003122635e-313,3.012100429193e-310,1.0,7.805283079148585e-287,7.13401618245e-312
573,1.4289861438e-313,8.5571034920254e-311,1.0,2.2174099656672117e-287,2.026709142744e-312
574,4.0596197264e-314,2.430995310234e-311,1.0,6.299460129736396e-288,5.7576964282e-313
575,1.1533010586e-314,6.9062366768e-312,1.0,1.789619355038749e-288,1.6357092125e-313
576,3.27642346e-315,1.961999055905e-312,1.0,5.0841458949964465e-289,4.646901172e-314
577,9.30802123e-316,5.5738609543e-313,1.0,1.4443596292603543e-289,1.320142378e-314
578,2.6443242e-316,1.5834832256e-313,1.0,4.1032944013078254e-290,3.75040448e-315
579,7.512285e-317,4.4985318914e-314,1.0,1.1657086367351776e-290,1.06545582e-315
580,2.1341714e-317,1.2779920143e-314,1.0,3.3116722634522096e-291,3.02686314e-316
581,6.062986e-318,3.63065913e-315,1.0,9.408159839352868e-292,8.599043e-317
582,1.722436e-318,1.03143725e-315,1.0,2.6727726816343377e-292,2.44291e-317
583,4.8933e-319,2.93021945e-316,1.0,7.593104209188458e-293,6.940086e-318
584,1.3901e-319,8.3244874e-317,1.0,2.1571318776103577e-293,1.971613e-318
585,3.949e-320,2.3649114e-317,1.0,6.128215561393062e-294,5.60117e-319
586,1.1215e-320,6.718497e-318,1.0,1.7409703299412108e-294,1.59124e-319
587,3.187e-321,1.908665e-318,1.0,4.945938437332984e-295,4.5207e-320
588,9.04e-322,5.42237e-319,1.0,1.4050961469695977e-295,1.2846e-320
589,2.57e-322,1.5405e-319,1.0,3.9917504175272663e-296,3.65e-321
590,7.4e-323,4.3764e-320,1.0,1.1340200049793372e-296,1.04e-321
591,2.5e-323,1.243e-320,1.0,3.2216477414185715e-297,2.9e-322
592,5e-324,3.533e-321,1.0,9.15240835630276e-298,8.4e-323
593,0.0,1.003e-321,1.0,2.600116010313284e-298,2.5e-323
594,0.0,2.87e-322,1.0,7.386693211117283e-299,5e-324
595,0.0,8e-323,1.0,2.0984923895219558e-299,0.0
596,0.0,2.5e-323,1.0,5.961626106596466e-300,0.0
597,0.0,5e-324,1.0,1.6936437802830868e-300,0.0
598,0.0,0.0,1.0,4.81148801216786e-301,0.0
599,0.0,0.0,1.0,1.3669000034567785e-301,0.0
